a_id,user_id,post_id,post_text,annotation_date,result,issue,comments
803,4,1107_base_model_845,Who knows maybe in the future that India could fail to lead us.,2025-12-21 13:07:39.682125,"{'post_id': '1107_base_model_845', 'comments': '', 'post_text': 'Who knows maybe in the future that India could fail to lead us.', 'post_issue': 'India has the potential to lead the world:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""It's possible that"", 'post_inappropriate_part': 'Who knows maybe'}",India has the potential to lead the world:,
805,4,573_50a_50ss_182,"However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.",2025-12-21 13:11:36.853945,"{'post_id': '573_50a_50ss_182', 'comments': 'Meaning completely lost with edit, again cultural nuances and experiences are not being understood.', 'post_text': 'However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.', 'post_issue': 'Should newspapers that work against our war effort be tolerated?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other11', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""as it can potentially harm our troops' safety on the ground"", 'post_inappropriate_part': 'there are a lot of Clinton era hold-overs'}",Should newspapers that work against our war effort be tolerated?:,"Meaning completely lost with edit, again cultural nuances and experiences are not being understood."
806,4,1017_v11_only_lm_795,"so girls need to take care, be aware of your own safety dont give ""strange"" guys the upperhand if you dont want to be date raped..",2025-12-21 13:12:04.033943,"{'post_id': '1017_v11_only_lm_795', 'comments': '', 'post_text': 'so girls need to take care, be aware of your own safety dont give ""strange"" guys the upperhand if you dont want to be date raped..', 'post_issue': 'Why do u think date rape is on the rise today?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'To prevent date rape, girls need to be aware of their own safety', 'post_inappropriate_part': 'so girls need to take care, be aware of your own safety'}",Why do u think date rape is on the rise today?:,
1340,3,9_50a_50ss_4,Books don't destroy the morals of children.,2025-12-22 02:53:53.535456,"{'post_id': '9_50a_50ss_4', 'comments': '', 'post_text': ""Books don't destroy the morals of children."", 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other11', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': 'They can take the reader to mystical places, paradise, and even the kitchen sink', 'post_inappropriate_part': ""Books don't destroy the morals of children""}",Tv is better than books:,
1341,3,479_50a_50ss_157,Like that person who just said TV is awesome with many exclamation marks and in capitals.,2025-12-22 02:54:07.278631,"{'post_id': '479_50a_50ss_157', 'comments': '', 'post_text': 'Like that person who just said TV is awesome with many exclamation marks and in capitals.', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other2', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other11', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': 'I have read books that have changed my life in a way that watching a TV show cannot, but at the same time I have watched shows that have left a lasting impact on me', 'post_inappropriate_part': 'Like that person who just said TV is awesome with many exclamation marks and in capitals'}",Tv is better than books:,
1343,3,1611_v11_only_lm_1266,"if you gays would stop calling attention to yourselves, nobody would really care what you do.",2025-12-22 02:54:36.663040,"{'post_id': '1611_v11_only_lm_1266', 'comments': '', 'post_text': 'if you gays would stop calling attention to yourselves, nobody would really care what you do.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'would stop drawing attention to themselves', 'post_inappropriate_part': 'would stop calling attention to yourselves'}",Gay marriage right or wrong:,
1344,3,8_v11_only_lm_5,I thick that book are better than TV is it is better i can put you in a whole norther wold,2025-12-22 02:56:05.840305,"{'post_id': '8_v11_only_lm_5', 'comments': 'It should said ‘ I think’ not ‘I thick’\r\n‘Books’ not ‘book’\r\n‘Tvs’ not ‘Tv’', 'post_text': 'I thick that book are better than TV is it is better i can put you in a whole norther wold', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'can transport you to a different world', 'post_inappropriate_part': 'i can put you in a whole norther wold'}",Tv is better than books:,"It should said ‘ I think’ not ‘I thick’
‘Books’ not ‘book’
‘Tvs’ not ‘Tv’"
1345,3,371_50a_50ss_118,this is my big problem with christianity: why is it about belief.,2025-12-22 02:56:19.503881,"{'post_id': '371_50a_50ss_118', 'comments': '', 'post_text': 'this is my big problem with christianity: why is it about belief.', 'post_issue': 'Christianity or atheism:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'mainly about faith and belief?', 'post_inappropriate_part': 'about belief.'}",Christianity or atheism:,
802,4,1611_v11_only_lm_1267,"if you gays would stop calling attention to yourselves, nobody would really care what you do.",2025-12-21 13:06:50.479970,"{'post_id': '1611_v11_only_lm_1267', 'comments': 'people might be less interested in [your] personal lives', 'post_text': 'if you gays would stop calling attention to yourselves, nobody would really care what you do.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'people might be less interested in their personal lives', 'post_inappropriate_part': 'nobody would really care what you do'}",Gay marriage right or wrong:,people might be less interested in [your] personal lives
804,4,2062_v11_only_lm_1554,"I dont want to say i officially have a position, but i want someone on the other side to answer this because i honestly just dont know: if a 14 year old is raped (which, we have established, happens), and she then gets pregnant, but because she is 14, she will die if she has the baby, what is the pro life decision?",2025-12-21 13:08:27.958329,"{'post_id': '2062_v11_only_lm_1554', 'comments': '', 'post_text': 'I dont want to say i officially have a position, but i want someone on the other side to answer this because i honestly just dont know: if a 14 year old is raped (which, we have established, happens), and she then gets pregnant, but because she is 14, she will die if she has the baby, what is the pro life decision?', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'and becomes pregnant', 'post_inappropriate_part': 'and she then gets pregnant'}",Pro choice vs pro life:,
807,4,954_50a_50ss_318,"Nah, they can't even organize their damned streets!",2025-12-21 13:13:48.776414,"{'post_id': '954_50a_50ss_318', 'comments': 'Meaning lost in edit, American colloquialisms are not understood.', 'post_text': ""Nah, they can't even organize their damned streets!"", 'post_issue': 'India has the potential to lead the world:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'own cultures and celebrations', 'post_inappropriate_part': 'damned streets'}",India has the potential to lead the world:,"Meaning lost in edit, American colloquialisms are not understood."
808,4,257_50a_50ss_78,"Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!",2025-12-21 13:14:47.300635,"{'post_id': '257_50a_50ss_78', 'comments': 'Edit has no correlation to original sentence.', 'post_text': 'Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!', 'post_issue': 'Why not ban teenage sexuality altogether?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other11', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Having sex with a partner that you are not bisexual with could result in a serious infection.', 'post_inappropriate_part': 'Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!'}",Why not ban teenage sexuality altogether?:,Edit has no correlation to original sentence.
809,4,387_50a_50ss_126,Some Straight couples just get married for the benefit of getting kids.,2025-12-21 13:15:26.260072,"{'post_id': '387_50a_50ss_126', 'comments': 'This edit is excellent.', 'post_text': 'Some Straight couples just get married for the benefit of getting kids.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'For straight couples, getting married is more of a legal benefit, rather than for the purpose of having a family', 'post_inappropriate_part': 'Some Straight couples just get married for the benefit of getting kids'}",Gay marriage right or wrong:,This edit is excellent.
810,4,2064_base_model_1448,Who says that God didn't cause the Big Bang or evolution to occur?,2025-12-21 13:16:01.429850,"{'post_id': '2064_base_model_1448', 'comments': '', 'post_text': ""Who says that God didn't cause the Big Bang or evolution to occur?"", 'post_issue': 'Evolution vs creation:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Some people might believe that God caused the Big Bang or the process of evolution to occur.', 'post_inappropriate_part': ""Who says that God didn't cause the Big Bang or evolution to occur?""}",Evolution vs creation:,
811,4,1792_50a_50ss_563,"What is wrong with it, if they want to marry let them.",2025-12-21 13:16:25.497831,"{'post_id': '1792_50a_50ss_563', 'comments': '', 'post_text': 'What is wrong with it, if they want to marry let them.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': '?', 'post_inappropriate_part': 'let them.'}",Gay marriage right or wrong:,
812,4,1150_base_model_897,I think it's actually an opinion because that kind of father is still lousy because he'll tell you that he hates you and I ruined his life.,2025-12-21 13:16:59.061136,"{'post_id': '1150_base_model_897', 'comments': '', 'post_text': ""I think it's actually an opinion because that kind of father is still lousy because he'll tell you that he hates you and I ruined his life."", 'post_issue': 'Is it better to have a lousy father or to be fatherless:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'a father who is still lousy because', 'post_inappropriate_part': 'that kind of father is still lousy because'}",Is it better to have a lousy father or to be fatherless:,
